userId,userAge,country,movieId,movieGenres,rating,timestamp
181,26,Argentina,1052,Comedy Horror,2,878963441
184,37,China,1398,Drama,5,889911749
16,21,Azerbaijan,300,Action Thriller,5,877717078
393,19,Montenegro,1032,Children's Comedy,3,889729296
313,41,Brazil,674,Horror,2,891029918
405,22,Uruguay,787,Comedy Drama,3,885545672
291,19,Uruguay,188,Action Drama War,3,874835198
204,52,Bhutan,259,Children's Comedy,2,892389195
223,19,Montenegro,282,Drama,4,891549627
42,30,Saint Helena,432,Animation Children's Musical,3,881108147
342,25,Argentina,581,Drama Thriller,3,875320037
184,37,China,286,Drama Romance War,4,889906905
7,57,Anguilla,79,Action Thriller,4,891352261
83,40,Saint Helena,181,Action Adventure Romance Sci-Fi War,4,880306786
130,20,Anguilla,99,Animation Children's Musical,5,875216786
117,20,Azerbaijan,195,Action Sci-Fi Thriller,5,881012255
345,28,Saudi Arabia,33,Action Romance Thriller,4,884993069
398,40,Saudi Arabia,50,Action Adventure Romance Sci-Fi War,5,875652927
18,35,Saudi Arabia,659,Comedy Mystery Thriller,4,880129489
95,31,Uruguay,265,Action Thriller,3,879196513
297,29,Uruguay,272,Drama,5,884039431
290,40,Brazil,105,Comedy,2,880732753
379,44,Saint Helena,50,Action Adventure Romance Sci-Fi War,4,880525400
409,48,China,1295,Comedy Drama,1,881105367
345,28,Saudi Arabia,302,Crime Film-Noir Mystery Thriller,5,884902317
328,51,Azerbaijan,1136,Drama,4,885047018
303,19,Anguilla,1011,Crime,2,879484282
10,53,Tuvalu,275,Drama Romance,4,877888677
405,22,Uruguay,172,Action Adventure Drama Romance Sci-Fi War,5,885545111
343,43,Italy,250,Action Sci-Fi,5,876403078
192,42,Uruguay,276,Drama Romance,2,881367505
54,22,Anguilla,871,Comedy,5,880938547
224,31,Montenegro,135,Drama Mystery Sci-Fi Thriller,1,888103671
291,19,Uruguay,794,Drama Romance,4,875087334
106,61,Argentina,88,Comedy Romance,3,881453097
59,49,China,428,Comedy,5,888205188
346,34,Uruguay,831,Action Adventure Sci-Fi Thriller,3,875003274
180,22,Argentina,1131,Thriller,5,877441985
268,24,Brazil,477,Children's Comedy,3,875742407
265,26,Saint Helena,257,Action Adventure Comedy Sci-Fi,4,875320462
16,21,Azerbaijan,76,Crime Drama,5,877719863
10,53,Tuvalu,371,Drama Romance,4,877886912
201,27,Argentina,531,Drama Romance,2,884113949
239,39,American Samoa,650,Drama,5,889180530
87,47,American Samoa,411,Comedy Fantasy Romance Sci-Fi,4,879876946
236,44,Macedonia,1102,Comedy Romance,4,890117488
339,35,China,347,Comedy Drama,4,891034953
409,48,China,223,Drama Thriller,4,881107539
144,53,Saudi Arabia,1142,Documentary,5,888103968
334,32,Brazil,663,Comedy,5,891545852
370,52,American Samoa,175,Sci-Fi,3,879434804
310,37,Azerbaijan,1022,Documentary,5,879435764
339,35,China,1139,Action Crime Thriller,3,891036557
340,46,Bhutan,402,Comedy Romance Thriller,4,884990922
269,31,Italy,1133,Adventure Children's Fantasy,1,891451374
361,22,China,1074,Comedy Drama,3,879441179
318,65,Uruguay,63,Children's Comedy,3,884496932
67,17,Bhutan,122,Comedy,3,875379566
178,26,American Samoa,55,Crime Drama Romance Thriller,4,882826394
151,38,Brazil,121,Action Sci-Fi War,5,879525054
354,29,Saudi Arabia,732,Comedy Romance,2,891307157
391,23,China,26,Comedy,5,877399745
185,53,Montenegro,285,Drama,5,883524507
246,19,Azerbaijan,403,Action Adventure Crime Drama,4,884922697
213,33,Azerbaijan,603,Mystery Thriller,5,878955599
141,49,Montenegro,295,Action Thriller,5,884585039
326,41,Tuvalu,436,Horror,3,879877387
68,19,Argentina,471,Drama War,3,876974023
334,32,Brazil,1051,Comedy,4,891545347
72,48,Bhutan,357,Drama,4,880036550
286,27,Azerbaijan,881,Action Comedy,5,884583549
1,24,Brazil,254,Action Adventure Crime,1,878541392
49,23,Uruguay,401,Comedy,2,888067975
194,38,Brazil,739,Comedy Romance,3,879527263
174,30,Saudi Arabia,124,Drama Mystery,5,886514168
64,32,Montenegro,566,Action Adventure Thriller,3,889738085
56,25,Saudi Arabia,1036,Comedy Fantasy,2,892910544
234,60,Macedonia,1458,Comedy Musical Romance,4,892336165
198,21,Azerbaijan,95,Animation Children's Comedy Musical,3,884207612
184,37,China,64,Drama,4,889909045
393,19,Montenegro,715,Comedy Drama,1,889731592
291,19,Uruguay,395,Comedy,3,875086534
268,24,Brazil,1095,Comedy,2,876513927
253,26,Macedonia,83,Comedy Romance,4,891628159
378,35,Montenegro,411,Comedy Fantasy Romance Sci-Fi,3,880045006
276,21,Bhutan,693,Drama,4,874790903
305,23,Brazil,129,Crime Drama Romance Thriller,3,886323006
387,33,Saudi Arabia,488,Film-Noir,3,886480163
352,37,Argentina,183,Action Horror Sci-Fi Thriller,5,884289693
334,32,Brazil,427,Drama,4,891545821
246,19,Azerbaijan,260,Action Mystery Sci-Fi Thriller,5,884924991
85,51,China,70,Comedy Romance,4,879828328
380,32,Italy,69,Comedy Romance War,4,885479301
109,29,Bolivia,672,Horror,2,880582045
405,22,Uruguay,178,Drama,3,885544947
162,25,Bolivia,628,Crime Drama,4,877635897
399,25,Saudi Arabia,655,Adventure Comedy Drama,3,882344372
354,29,Saudi Arabia,58,Drama,3,891218356
374,36,Montenegro,124,Drama Mystery,3,880392873
95,31,Uruguay,48,Documentary,4,879197500
94,26,Azerbaijan,246,Drama Romance,4,891724064
44,26,Uruguay,118,Action Adventure Thriller,3,878341197
407,29,Uruguay,50,Action Adventure Romance Sci-Fi War,4,875045268
389,44,Bolivia,216,Comedy Romance,2,879991387
290,40,Brazil,204,Comedy Sci-Fi,4,880473696
251,28,Bolivia,298,Action Sci-Fi Thriller,5,886272146
244,28,Italy,69,Comedy Romance War,4,880603645
215,35,China,216,Comedy Romance,4,891435782
318,65,Uruguay,435,Action Comedy Western,5,884496069
13,47,Macedonia,405,Action Adventure Mystery,2,882397742
405,22,Uruguay,647,Drama War,1,885546069
397,17,Saudi Arabia,988,Comedy Romance,1,875063722
158,50,American Samoa,273,Action Crime Thriller,3,880132356
175,26,Saint Helena,496,Drama,5,877108098
187,26,Uruguay,522,Comedy Drama,3,879465125
286,27,Azerbaijan,1047,Comedy,1,876522026
234,60,Macedonia,558,Drama Fantasy Thriller,4,892079585
308,60,Azerbaijan,578,Action Sci-Fi,2,887738847
250,29,Bolivia,678,Drama Thriller,2,878089182
10,53,Tuvalu,234,Action Horror,4,877888877
18,35,Saudi Arabia,131,Drama Romance,4,880131004
181,26,Argentina,225,Children's Comedy,3,878963038
393,19,Montenegro,1446,Comedy,5,887746346
16,21,Azerbaijan,182,Crime Drama,5,877719863
405,22,Uruguay,789,Comedy Drama,1,885547268
146,45,Macedonia,300,Action Thriller,3,891457943
407,29,Uruguay,249,Comedy,2,884614788
296,43,Anguilla,815,Drama Romance,3,884196806
379,44,Saint Helena,284,Comedy Romance,4,880568407
236,44,Macedonia,58,Drama,2,890118462
384,52,Bhutan,689,Action Thriller,4,891274232
224,31,Montenegro,1212,Drama Mystery Romance,2,888104457
158,50,American Samoa,593,War,4,880134261
44,26,Uruguay,91,Children's Comedy Musical,2,878348573
115,31,Argentina,12,Crime Thriller,5,881171982
391,23,China,180,Drama War,5,877399066
286,27,Azerbaijan,53,Action Thriller,2,877533506
26,49,Saudi Arabia,255,Comedy Romance,3,891377609
65,51,Azerbaijan,736,Drama Romance,4,879216949
7,57,Anguilla,121,Action Sci-Fi War,5,891352904
389,44,Bolivia,53,Action Thriller,2,880089337
54,22,Anguilla,411,Comedy Fantasy Romance Sci-Fi,5,880936296
200,40,Bolivia,112,Adventure Children's,3,884127370
376,28,Montenegro,269,Comedy,5,879454598
334,32,Brazil,525,Film-Noir Mystery,5,891545876
373,24,American Samoa,378,Drama,5,877100232
380,32,Italy,753,Drama,4,885479082
316,43,Italy,1039,Drama,5,880854500
399,25,Saudi Arabia,588,Animation Children's Musical,5,882342938
332,20,China,409,Comedy Drama,3,887938601
196,49,Anguilla,286,Drama Romance War,5,881250949
357,26,China,1095,Comedy,3,878952190
303,19,Anguilla,651,Action Drama War,5,879468021
210,39,Azerbaijan,419,Children's Comedy Musical,4,887737678
409,48,China,288,Horror Thriller,1,881104647
405,22,Uruguay,1118,Comedy,1,885547268
253,26,Macedonia,705,Musical Romance,5,891628598
75,24,Uruguay,291,Mystery Thriller,1,884050502
152,33,Uruguay,313,Action Drama Romance,4,890322242
388,31,Saudi Arabia,147,Action Thriller,4,886436871
391,23,China,134,Drama,4,877399171
326,41,Tuvalu,88,Comedy Romance,2,879877235
241,26,Bhutan,292,Drama,4,887250084
230,28,Bolivia,11,Crime Thriller,4,880484911
218,37,Bolivia,5,Crime Drama Thriller,3,881288574
406,52,Macedonia,605,Musical,5,882480749
320,19,Azerbaijan,552,Sci-Fi,4,884751336
13,47,Macedonia,472,Action Adventure Fantasy,5,882398327
332,20,China,22,Action Drama War,5,887938934
306,45,Macedonia,116,Comedy,5,876504026
393,19,Montenegro,294,Comedy,4,887742145
303,19,Anguilla,1178,Comedy,2,879544130
178,26,American Samoa,96,Action Sci-Fi Thriller,4,882826782
184,37,China,116,Comedy,4,889910481
276,21,Bhutan,214,Drama Musical War,5,874787353
372,25,Brazil,327,Crime Drama Mystery,5,876869183
295,31,Azerbaijan,380,Action Adventure Sci-Fi,4,879518455
49,23,Uruguay,343,Action Horror Sci-Fi,2,888065786
363,20,Bolivia,351,Horror,2,891493864
405,22,Uruguay,426,Action Animation Children's Sci-Fi Thriller War,1,885549192
194,38,Brazil,232,Action Comedy Western,2,879553731
343,43,Italy,199,Drama War,5,876404464
151,38,Brazil,792,Comedy,4,879524268
348,24,Anguilla,411,Comedy Fantasy Romance Sci-Fi,4,886523790
385,36,Azerbaijan,285,Drama,5,879439637
194,38,Brazil,226,Action Thriller,3,879525761
223,19,Montenegro,756,Comedy,3,891550295
5,33,Tuvalu,421,Drama Romance,1,875721019
354,29,Saudi Arabia,124,Drama Mystery,5,891216632
392,52,Bhutan,873,Comedy Romance,3,891037851
294,34,Montenegro,300,Action Thriller,4,877818861
381,33,Montenegro,1439,Crime Drama,3,892696831
56,25,Saudi Arabia,769,Action Adventure Mystery Sci-Fi,4,892679389
269,31,Italy,423,Children's Drama Fantasy Sci-Fi,4,891448048
48,45,Tuvalu,656,Crime Film-Noir Thriller,4,879434689
308,60,Azerbaijan,175,Sci-Fi,5,887736999
346,34,Uruguay,732,Comedy Romance,3,874948955
82,50,China,276,Drama Romance,4,876311344
59,49,China,729,Drama,4,888205265
244,28,Italy,1047,Comedy,2,880605264
405,22,Uruguay,1338,Drama,1,885549790
409,48,China,99,Animation Children's Musical,3,881107750
311,32,Anguilla,528,Drama War,4,884364724
102,38,Azerbaijan,445,Horror,2,888803148
367,17,Italy,551,Horror,3,876690048
22,25,Macedonia,386,Comedy,3,878887347
374,36,Montenegro,540,Action,3,880939304
90,60,Bhutan,328,Action Mystery Romance Thriller,3,891382490
334,32,Brazil,160,Drama,4,891547190
59,49,China,528,Drama War,4,888205300
87,47,American Samoa,403,Action Adventure Crime Drama,3,879875996
181,26,Argentina,1354,Drama,1,878962496
385,36,Azerbaijan,172,Action Adventure Drama Romance Sci-Fi War,2,879442109
206,14,American Samoa,314,Action Children's,1,888179948
7,57,Anguilla,659,Comedy Mystery Thriller,5,891351161
265,26,Saint Helena,258,Drama Sci-Fi,4,875320024
332,20,China,546,Action Thriller,4,888098432
322,20,Tuvalu,653,Crime Film-Noir Thriller,4,887314310
382,45,Argentina,475,Drama,3,875946103
7,57,Anguilla,448,Horror,3,891353828
38,28,Saudi Arabia,226,Action Thriller,1,892431513
374,36,Montenegro,770,Crime Film-Noir Mystery Thriller,5,880938100
212,49,Anguilla,197,Drama Romance,5,879303795
324,21,Montenegro,332,Crime Drama Thriller,3,880574766
329,48,Montenegro,147,Action Thriller,3,891656072
305,23,Brazil,268,Drama Romance,3,886307860
175,26,Saint Helena,660,Drama,3,877107836
313,41,Brazil,649,Crime Drama Thriller,3,891016325
216,22,Italy,28,Action Drama Thriller,4,880244902
194,38,Brazil,188,Action Drama War,4,879522158
4,24,American Samoa,288,Horror Thriller,4,892001445
270,18,Argentina,471,Drama War,5,876954223
312,48,American Samoa,52,Drama,5,891699399
249,25,Saudi Arabia,216,Comedy Romance,4,879641305
232,45,Montenegro,318,Drama War,5,888549757
280,30,American Samoa,663,Comedy,4,891700783
408,23,Anguilla,689,Action Thriller,3,889680045
374,36,Montenegro,7,Drama Sci-Fi,1,880393268
399,25,Saudi Arabia,418,Animation Children's Musical,3,882343605
90,60,Bhutan,1193,Drama,4,891384789
402,30,Bhutan,16,Comedy Romance,3,876267096
201,27,Argentina,89,Film-Noir Sci-Fi,3,884112245
166,47,Brazil,894,Children's Comedy,4,886397905
49,23,Uruguay,172,Action Adventure Drama Romance Sci-Fi War,1,888067691
94,26,Azerbaijan,76,Crime Drama,4,891720827
59,49,China,476,Comedy,2,888203814
241,26,Bhutan,350,Action Mystery Thriller,2,887249889
405,22,Uruguay,1561,Documentary Drama,1,885546529
178,26,American Samoa,216,Comedy Romance,4,882826868
378,35,Montenegro,420,Animation Children's Musical,4,880056701
280,30,American Samoa,1478,Action Crime Drama,4,891701090
189,32,China,381,Comedy Romance,3,893277551
22,25,Macedonia,226,Action Thriller,4,878888145
10,53,Tuvalu,497,Comedy,4,877889261
18,35,Saudi Arabia,497,Comedy,4,880131358
407,29,Uruguay,211,Comedy War,4,875044400
370,52,American Samoa,511,Adventure War,4,879434804
345,28,Saudi Arabia,1,Animation Children's Comedy,3,884990938
416,20,Brazil,724,Drama Romance,4,886316409
6,42,Bolivia,56,Crime Drama,4,883601277
373,24,American Samoa,15,Drama,4,877098568
311,32,Anguilla,200,Horror,4,884365718
5,33,Tuvalu,243,Children's Comedy,1,878844164
332,20,China,410,Comedy,4,887938486
276,21,Bhutan,288,Horror Thriller,4,874786392
92,32,Brazil,640,Drama,5,875653579
251,28,Bolivia,866,Comedy Romance,2,886272514
387,33,Saudi Arabia,1069,Crime Drama Thriller,2,886480288
94,26,Azerbaijan,583,Crime Thriller,3,891722174
279,33,Saudi Arabia,1047,Comedy,4,892864663
387,33,Saudi Arabia,674,Horror,2,886481686
99,20,Saudi Arabia,288,Horror Thriller,4,885678247
23,30,Italy,98,Drama Thriller,5,874786016
56,25,Saudi Arabia,588,Animation Children's Musical,4,892683248
28,32,Bhutan,479,Mystery Thriller,4,881961157
406,52,Macedonia,429,Drama Sci-Fi,4,879446062
330,35,Azerbaijan,845,Comedy,5,876544432
126,28,China,288,Horror Thriller,4,887853469
193,29,Saudi Arabia,29,Action Adventure Comedy Crime,3,889126055
253,26,Macedonia,487,Comedy Romance,4,891628323
330,35,Azerbaijan,153,Comedy,5,876545970
271,51,China,528,Drama War,3,885848448
97,43,China,430,Comedy War,5,884238693
297,29,Uruguay,748,Action Romance Thriller,2,874954060
254,44,Tuvalu,448,Horror,3,886473775
125,30,Saint Helena,174,Action Adventure,5,879454309
223,19,Montenegro,252,Action Adventure Sci-Fi Thriller,1,891550326
158,50,American Samoa,137,Drama,5,880132443
379,44,Saint Helena,294,Comedy,3,880524363
405,22,Uruguay,540,Action,1,885548163
56,25,Saudi Arabia,849,Action Romance,2,892910913
387,33,Saudi Arabia,651,Action Drama War,2,886479689
49,23,Uruguay,1082,Drama,3,888066214
346,34,Uruguay,291,Mystery Thriller,5,875002643
251,28,Bolivia,418,Animation Children's Musical,4,886271856
347,18,Tuvalu,462,Drama Romance,2,881654359
1,24,Brazil,241,Action Romance War,4,878543133
145,31,Montenegro,230,Action Adventure Sci-Fi,5,885557660
337,37,Argentina,235,Action Comedy Sci-Fi War,3,875184717
7,57,Anguilla,564,Comedy Horror,3,891354471
99,20,Saudi Arabia,827,Action Adventure Thriller,3,885679504
308,60,Azerbaijan,486,Comedy Romance,4,887737432
222,29,China,849,Action Romance,4,881060281
195,42,Montenegro,921,Drama Romance,3,883934716
389,44,Bolivia,942,Drama,3,880165881
345,28,Saudi Arabia,26,Comedy,3,884993555
94,26,Azerbaijan,616,Horror Sci-Fi,4,891720498
95,31,Uruguay,101,Action Adventure Animation Horror Sci-Fi,1,879198800
95,31,Uruguay,791,Children's,3,880572449
308,60,Azerbaijan,921,Drama Romance,4,887738268
400,33,Saint Helena,300,Action Thriller,4,885676230
385,36,Azerbaijan,458,Drama,3,879440828
291,19,Uruguay,1157,Horror,3,874834944
303,19,Anguilla,44,Drama Thriller,4,879484480
363,20,Bolivia,307,Crime Horror Mystery Thriller,5,891493795
334,32,Brazil,505,Mystery Thriller,4,891546405
291,19,Uruguay,106,Drama Thriller,4,874805958
13,47,Macedonia,294,Comedy,2,881514683
363,20,Bolivia,93,Comedy Drama,4,891495339
130,20,Anguilla,800,Horror Thriller,4,875802237
221,19,China,496,Drama,3,875246146
345,28,Saudi Arabia,676,Drama,4,884991384
299,29,Saint Helena,150,Comedy Drama,5,877877535
1,24,Brazil,130,Crime,3,875072002
34,38,Bhutan,245,Action Drama Thriller War,4,888602923
53,26,Macedonia,258,Drama Sci-Fi,4,879442654
152,33,Uruguay,80,Action Comedy War,5,882477572
330,35,Azerbaijan,172,Action Adventure Drama Romance Sci-Fi War,5,876546619
279,33,Saudi Arabia,804,Comedy,4,875744416
345,28,Saudi Arabia,64,Drama,5,884902317
363,20,Bolivia,665,Action Horror Sci-Fi Thriller,2,891498964
128,24,Argentina,210,Action Adventure,4,879968125
416,20,Brazil,874,Drama,1,876696853
255,23,Macedonia,825,Action Sci-Fi Thriller,1,883216958
193,29,Saudi Arabia,750,Drama,4,889122950
21,26,American Samoa,668,Action Horror,1,874951761
284,40,American Samoa,346,Crime Drama,4,885329065
294,34,Montenegro,1013,Action Adventure Thriller,2,889242788
41,33,Bhutan,153,Comedy,4,890687087
59,49,China,547,Crime,3,888203482
92,32,Brazil,291,Mystery Thriller,4,886443277
44,26,Uruguay,588,Animation Children's Musical,4,878347742
184,37,China,237,Drama Romance,4,889907945
14,45,Italy,845,Comedy,3,880929564
177,20,Bolivia,334,Action Crime Mystery,3,880130467
401,46,Tuvalu,322,Mystery Thriller,2,891031784
12,28,China,200,Horror,1,879959610
327,22,American Samoa,895,Horror Thriller,3,887743670
405,22,Uruguay,997,Comedy,1,885547644
194,38,Brazil,946,Animation Children's,3,879527514
405,22,Uruguay,232,Action Comedy Western,4,885547314
360,51,Anguilla,496,Drama,3,880356092
401,46,Tuvalu,111,Comedy Romance,4,891032296
201,27,Argentina,92,Action Crime Romance,3,884112245
345,28,Saudi Arabia,387,Drama,4,884992823
85,51,China,632,Drama,3,879454304
405,22,Uruguay,1100,Comedy Drama Romance,1,885546681
327,22,American Samoa,418,Animation Children's Musical,3,887820761
406,52,Macedonia,651,Action Drama War,3,882480595
7,57,Anguilla,675,Horror,5,891352947
347,18,Tuvalu,182,Crime Drama,5,881653736
92,32,Brazil,728,Comedy Sci-Fi,3,875907574
293,24,Anguilla,751,Action Romance Thriller,3,888904180
331,33,Azerbaijan,503,Drama,4,877196504
203,25,Macedonia,50,Action Adventure Romance Sci-Fi War,5,880434810
256,35,Saudi Arabia,566,Action Adventure Thriller,5,882164559
130,20,Anguilla,184,Action Adventure Comedy Horror Sci-Fi,4,875801695
406,52,Macedonia,645,Documentary,5,880131905
389,44,Bolivia,1203,Comedy Musical Romance,5,880087544
295,31,Azerbaijan,1188,Action Comedy Western,3,879519354
43,29,Montenegro,191,Drama Mystery,5,875981247
378,35,Montenegro,230,Action Adventure Sci-Fi,3,880055984
119,32,Montenegro,568,Action Romance Thriller,4,874781915
99,20,Saudi Arabia,107,Drama,3,885679138
339,35,China,1039,Drama,4,891033932
186,39,Anguilla,546,Action Thriller,4,891719775
74,39,China,301,Comedy,3,888333372
56,25,Saudi Arabia,392,Drama,4,892678893
307,25,American Samoa,239,Crime Drama Sci-Fi,3,877122138
405,22,Uruguay,442,Horror,1,885548384
291,19,Uruguay,356,Drama Mystery Thriller,4,874834875
407,29,Uruguay,231,Action Adventure Comedy Crime,3,876342031
185,53,Montenegro,939,Drama Thriller,3,883524249
253,26,Macedonia,243,Children's Comedy,2,891628883
266,62,Tuvalu,283,Drama Romance,3,892257897
378,35,Montenegro,500,Adventure Children's,4,880055891
181,26,Argentina,980,Drama,1,878962496
216,22,Italy,421,Drama Romance,5,880235229
221,19,China,161,Action Romance,3,875246183
270,18,Argentina,509,Drama,3,876954965
379,44,Saint Helena,1219,Animation Children's Comedy Romance,2,883156704
406,52,Macedonia,58,Drama,4,879446718
298,44,Uruguay,507,Drama,4,884182657
144,53,Saudi Arabia,105,Comedy,2,888104767
227,46,Saudi Arabia,93,Comedy Drama,5,879035431
158,50,American Samoa,373,Action Adventure Sci-Fi,2,880134781
269,31,Italy,512,Comedy Drama Romance,5,891447216
339,35,China,772,Drama,4,891032413
279,33,Saudi Arabia,238,Comedy,4,891208908
249,25,Saudi Arabia,357,Drama,4,879572142
249,25,Saudi Arabia,42,Comedy,5,879572630
159,23,Brazil,1190,Comedy Romance,5,881680199
268,24,Brazil,699,Drama,3,875744712
63,31,Saudi Arabia,328,Action Mystery Romance Thriller,2,875746985
194,38,Brazil,203,Western,3,879522158
280,30,American Samoa,723,Comedy Drama,5,891701853
195,42,Montenegro,213,Drama Romance,4,883934680
16,21,Azerbaijan,156,Crime Thriller,4,877719863
288,34,Uruguay,237,Drama Romance,4,886892195
323,21,Macedonia,210,Action Adventure,4,878739878
73,24,American Samoa,288,Horror Thriller,3,888792294
312,48,American Samoa,528,Drama War,5,891698695
256,35,Saudi Arabia,827,Action Adventure Thriller,3,882163857
5,33,Tuvalu,393,Comedy,2,875636265
102,38,Azerbaijan,554,Action Adventure,2,888801577
290,40,Brazil,162,Drama,3,880474107
94,26,Azerbaijan,70,Comedy Romance,4,891722511
343,43,Italy,642,Crime Drama Film-Noir,4,876404343
204,52,Bhutan,302,Crime Film-Noir Mystery Thriller,5,892389137
377,22,Saint Helena,154,Comedy,5,891298627
360,51,Anguilla,166,Drama,5,880355527
374,36,Montenegro,116,Comedy,1,880393307
7,57,Anguilla,212,Drama,1,891353051
412,25,Azerbaijan,318,Drama War,5,879716918
125,30,Saint Helena,98,Drama Thriller,5,879454345
404,29,Bhutan,269,Comedy,4,883790750
406,52,Macedonia,419,Children's Comedy Musical,1,882480443
7,57,Anguilla,126,Drama,3,891353254
314,20,Saudi Arabia,959,Comedy,3,877888892
151,38,Brazil,1044,Comedy Drama,2,879524900
300,26,Macedonia,872,Romance,5,875650068
110,19,Bhutan,327,Crime Drama Mystery,3,886987442
75,24,Uruguay,190,Drama War,5,884051948
405,22,Uruguay,700,Comedy,1,885547645
314,20,Saudi Arabia,24,Action Adventure Crime,1,877886221
293,24,Anguilla,627,Drama,2,888906338
92,32,Brazil,43,Drama Thriller,3,875813314
321,49,Argentina,193,Drama,3,879441178
280,30,American Samoa,4,Action Comedy Drama,3,891700733
14,45,Italy,204,Comedy Sci-Fi,5,879119651
391,23,China,357,Drama,5,877399486
375,17,China,1073,Thriller,2,886621950
178,26,American Samoa,28,Action Drama Thriller,5,882826806
66,23,Italy,742,Drama Thriller,5,883601388
239,39,American Samoa,855,Action Drama Mystery Romance Thriller,5,889179478
398,40,Saudi Arabia,144,Action Thriller,5,875658715
83,40,Saint Helena,685,Action Thriller,4,880306951
394,25,Italy,218,Thriller,4,880889187
347,18,Tuvalu,132,Adventure Children's Drama Musical,5,881654064
276,21,Bhutan,640,Drama,4,889174904
145,31,Montenegro,216,Comedy Romance,5,875272694
393,19,Montenegro,169,Animation Comedy,3,887745912
81,21,Saint Helena,151,Adventure Children's Comedy,2,876533946
325,48,Saint Helena,432,Animation Children's Musical,5,891479263
95,31,Uruguay,627,Drama,4,880572288
59,49,China,186,Action Comedy Musical,5,888205660
7,57,Anguilla,619,Drama Thriller,3,891352831
109,29,Bolivia,237,Drama Romance,4,880571770
106,61,Argentina,1115,Comedy Drama Romance,4,883876833
378,35,Montenegro,596,Animation Children's Musical,5,889665232
263,41,Brazil,64,Drama,5,891298453
280,30,American Samoa,282,Drama,3,891700426
303,19,Anguilla,1118,Comedy,3,879484004
49,23,Uruguay,185,Horror Romance Thriller,5,888067307
305,23,Brazil,258,Drama Sci-Fi,4,886308064
289,11,Azerbaijan,405,Action Adventure Mystery,2,876790576
199,30,Macedonia,286,Drama Romance War,5,883782485
18,35,Saudi Arabia,1,Animation Children's Comedy,5,880130802
397,17,Saudi Arabia,178,Drama,5,885349759
200,40,Bolivia,559,Drama Horror,4,884129920
154,25,Bolivia,462,Drama Romance,3,879138831
24,21,Brazil,56,Crime Drama,4,875323240
264,36,Italy,433,Comedy,5,886123530
405,22,Uruguay,96,Action Sci-Fi Thriller,3,885544881
3,23,China,327,Crime Drama Mystery,4,889237455
72,48,Bhutan,172,Action Adventure Drama Romance Sci-Fi War,1,880037119
311,32,Anguilla,211,Comedy War,3,884364538
230,28,Bolivia,96,Action Sci-Fi Thriller,2,880484683
13,47,Macedonia,520,Adventure War,4,886302261
77,30,Saint Helena,100,Crime Drama Thriller,3,884732716
171,48,Uruguay,313,Action Drama Romance,4,891034835
409,48,China,659,Comedy Mystery Thriller,5,881107410
189,32,China,474,Sci-Fi War,5,893265238
385,36,Azerbaijan,629,Comedy Musical,2,879446643
322,20,Tuvalu,1,Animation Children's Comedy,2,887314119
189,32,China,79,Action Thriller,3,893265478
23,30,Italy,143,Musical,3,874786066
216,22,Italy,1101,Drama Mystery,4,880235473
49,23,Uruguay,55,Crime Drama Romance Thriller,4,888068057
416,20,Brazil,356,Drama Mystery Thriller,5,893213019
60,50,Tuvalu,638,Drama,5,883326057
36,19,Saudi Arabia,268,Drama Romance,2,882157418
18,35,Saudi Arabia,97,Adventure Drama Western,4,880131525
305,23,Brazil,272,Drama,3,886307917
181,26,Argentina,950,Drama,1,878963440
210,39,Azerbaijan,187,Action Crime Drama,5,887736017
1,24,Brazil,255,Comedy Romance,2,885345822
280,30,American Samoa,54,Action Drama Thriller,2,891701747
256,35,Saudi Arabia,742,Drama Thriller,5,882150552
125,30,Saint Helena,1052,Comedy Horror,2,892839457
405,22,Uruguay,1469,Adventure Children's,1,885548932
14,45,Italy,42,Comedy,4,879119579
130,20,Anguilla,534,Drama,5,874953728
292,35,Italy,320,Documentary,5,881105373
412,25,Azerbaijan,218,Thriller,3,879717147
213,33,Azerbaijan,132,Adventure Children's Drama Musical,5,878956263
325,48,Saint Helena,175,Sci-Fi,5,891478079
249,25,Saudi Arabia,919,Adventure Sci-Fi,5,879572668
409,48,China,1176,Drama War,4,881104838
201,27,Argentina,9,Drama,3,884113343
208,43,Uruguay,56,Crime Drama,2,883108360
406,52,Macedonia,608,Mystery Romance Thriller,4,884630583
399,25,Saudi Arabia,383,Children's Comedy,2,882350431
405,22,Uruguay,964,Comedy Drama,1,885546154
307,25,American Samoa,655,Adventure Comedy Drama,4,877117166
311,32,Anguilla,89,Film-Noir Sci-Fi,5,884364845
48,45,Tuvalu,28,Action Drama Thriller,2,879434653
59,49,China,1108,Drama,3,888204877
14,45,Italy,176,Action Sci-Fi Thriller War,1,890881484
180,22,Argentina,732,Comedy Romance,3,877128137
186,39,Anguilla,100,Crime Drama Thriller,4,879023115
291,19,Uruguay,143,Musical,3,875086921
23,30,Italy,133,Drama Romance War,4,874786220
405,22,Uruguay,1250,Action,1,885547997
405,22,Uruguay,214,Drama Musical War,4,885545235
293,24,Anguilla,866,Comedy Romance,3,888905322
234,60,Macedonia,135,Drama Mystery Sci-Fi Thriller,4,892079769
243,33,Anguilla,655,Adventure Comedy Drama,4,879988104
346,34,Uruguay,1090,Thriller,2,875265071
16,21,Azerbaijan,233,Action,5,877727054
399,25,Saudi Arabia,744,Drama War,3,882510147
